"serial_number","treat","g","mod","max_GR","Estimate_k","Estimate_Tb","Estimate_Tc","Estimate_ThetaT","Estimate_To","Std. Error_k","Std. Error_Tb","Std. Error_Tc","Std. Error_ThetaT","Std. Error_To","t-value_k","t-value_Tb","t-value_Tc","t-value_ThetaT","t-value_To","p-value_k","p-value_Tb","p-value_Tc","p-value_ThetaT","p-value_To"
"912563","COLD","50%","modGR_Ex",0.630710287767276,0.139636922622373,8.12160353489258,37.3727230479449,23.3986071305535,27.9,0.033425886877027,0.565207617364198,0.399949749326413,2.20517872296412,NA,4.17750838253279,14.3692393474225,93.4435466227626,10.6107531724694,NA,0.000276298384130264,0.0000000000000362150675752595,0.00000000000000000000000000000000000960085505276986,0.0000000000392055970280392,NA
"912563","NS","50%","modGR_Ex",0.230909561613506,0.140037789858652,6.4440002501151,32.0718692609981,53.0972749666995,23.4,0.0934654593053759,1.49491888055184,0.866833688723031,15.2468834512499,NA,1.49828386763833,4.31060195569699,36.9988726536973,3.4825002195676,NA,0.14524983802253,0.000181801064742536,0.000000000000000000000000127462135534522,0.0016498210339868,NA
"912585","COLD","50%","modGR_Ex",0.34032964215291,0.378453521381893,5.74444673545463,35.0268686901111,61.3502658353546,29,0.14786097137896,2.59644794002235,0.232570423450138,12.0232419944094,NA,2.55952275879437,2.21242515473088,150.607580149248,5.10263919364523,NA,0.0154092436055946,0.0341940887371771,0.0000000000000000000000000000000000000000000000168552716886965,0.0000147438831983634,NA
"912585","NS","50%","modGR_Ex",0.124211149066514,0.00517063261602936,4.91243425560191,32.2313544263611,56.9430724204306,18.8,0.0555308380304887,1.35858592347222,2.18812766921387,20.1665346327085,NA,0.0931128144183682,3.61584362882762,14.7301068762322,2.82364191258093,NA,0.926394475286141,0.00101642157924117,0.000000000000000857925905969859,0.00810259170937468,NA
"912596","COLD","50%","modGR_Ex",0.547531520290896,0.0442393061252653,7.88042591902225,41.1240490561029,21.0681381005483,27.2,0.0184570307822114,0.802122741741483,0.423789070843579,2.88847506378307,NA,2.39688098520714,9.82446389926947,97.0389561350483,7.29386185974376,NA,0.0225477991696806,0.0000000000349036189243073,0.0000000000000000000000000000000000000000209984074175439,0.0000000273010707186419,NA
"912596","NS","50%","modGR_Ex",0.215383301341732,0.0319045916521468,7.42662799216448,35.6112581513803,40.3831174997113,23,0.0255134973849374,0.890580405020834,0.402026008940583,7.548592058617,NA,1.25049855653983,8.33908757737685,88.5794882903792,5.34975491934452,NA,0.220184508198531,0.00000000157997485048795,0.000000000000000000000000000000000000000384796521469801,0.00000718103516599542,NA
"925037","COLD","50%","modGR_Ex",0.570361490177962,0.12720978921141,7.33919058283209,38.8974134219577,27.7178751311575,28.6,0.0283329863361154,0.528272032758282,0.581018637959149,2.22846817623569,NA,4.48981225283896,13.8928243929775,66.9469288602969,12.4380843427517,NA,0.0000869348021298873,0.00000000000000421471610342802,0.00000000000000000000000000000000000285744953818489,0.0000000000000847779512005831,NA
"925037","NS","50%","modGR_Ex",0.267448529459588,0.117357776858489,6.62665746156925,36.1677617387966,52.098653218536,26,0.0202192009687782,0.598952897554,0.191183841214079,4.58473797060308,NA,5.80427372178103,11.0637372131117,189.177921675387,11.3634963552089,NA,0.00000191426840960076,0.00000000000180661964165896,0.0000000000000000000000000000000000000000000000000115202052134214,0.000000000000909013446811566,NA
"925509","COLD","50%","modGR_Ex",0.613328932577282,0.246904225337995,6.65869107413366,36.4729121392856,30.6925315376993,28.9,0.0582516046575002,0.799465596534642,0.297533272340217,2.72210697010658,NA,4.2385823839482,8.32892760238387,122.584314192533,11.2752848711517,NA,0.000178357911285535,0.00000000162331284227064,0.0000000000000000000000000000000000000000000121081723919211,0.00000000000111132755673752,NA
"925509","NS","50%","modGR_Ex",0.229602732900342,0.0175070255114884,7.94373371976091,35.93788679228,34.3152793874189,22.8,0.0198804467398324,0.634738609397454,0.404132818027995,5.05413268499803,NA,0.880615297060272,12.5149685274412,88.9259302613493,6.78954857858709,NA,0.385092294156424,0.0000000000000719105739804443,0.00000000000000000000000000000000000000033977871785624,0.000000112755387903778,NA
"945534","COLD","50%","modGR_Ex",0.521190677918012,0.05145366584265,6.96459724432676,40.403894761995,23.3343102551336,26.8,0.0192968911165073,0.975803012618303,0.337601795739513,3.49936872487241,NA,2.66642256164438,7.13729836274962,119.679146473409,6.66814848326232,NA,0.0125905617319717,0.0000000911866813721606,0.000000000000000000000000000000000000000866304571034628,0.000000309253477548468,NA
"945534","NS","50%","modGR_Ex",0.225412447332601,0.139473452033474,7.33403155379239,32.1753715263882,51.9669137410677,23.7,0.0951096260891971,1.46269350552014,0.990222212988064,14.544786239579,NA,1.46644937813835,5.01405901244113,32.4930819611659,3.57288947978185,NA,0.154077135048053,0.0000293265690314959,0.0000000000000000000000175112198318406,0.00135365171889959,NA
